,Word,Tweets
0,tag,"8/ Doctor Troller (@doctortroller) used to have the same Twitter account as he has now but he deleted his original account and started over again in October 2021. He has now only 1 follower, but has 900k followers on Instagram. We understand why..."
1,tag,"Just a general warning for everyone. It has become clear that scammers have entered the NFT space at an industrial scale. The same anon teams churn out project after project with similar (stolen) art, paid Instagram/Twitter shills, high mint prices, etc. And they won't stop. https://t.co/KmrT8hEVlb"
2,tag,"22/ So if you see Mark Cuban on the stage, always remember that he is only a billionaire because he sold Audionet/Broadcast.com to Yahoo, which is considered the worst internet acquisition of all time. So he is used to selling worthless stuff to naïve “fools”. https://t.co/i3D0DxJ4uL"
3,tag,"22/ So if you see Mark Cuban on the stage, always remember that he is only a billionaire because he sold Audionet/Broadcast.com to Yahoo, which is considered the worst internet acquisition of all time. So he is used to selling worthless stuff to naïve “fools”. https://t.co/i3D0DxJ4uL"
4,tag,"This thread is worth a read - many of these scam projects are advertised via Instagram (with fake followers, paid accounts/celebrities, etc.) and the track record is not good: 4 complete rugs and 25 out of 36 projects are at or below the mint price.

https://t.co/asFIFOFxSl https://t.co/HODRXFpgTt"
0,retweet,"For all the thousands of people that like, retweet and follow all the NFT projects that TheJenus promotes, we here share you the rates that that they charge. Zero effort, zero accountability - only interested in $.

We talked about perverse incentives in the NFT space before... https://t.co/o9NvLZ40BO"
1,retweet,"For those who want to listed back to the story of the founding artist of @WeatheReportNFT.

Zach promised WL spots for those that unfollowed the artist @Dentinmyhead and who retweeted/confirmed the version of the truth that they wanted to come out.

https://t.co/SCK840iaQ7 https://t.co/YMnO7nMZlO"
2,retweet,"For all the thousands of people that like, retweet and follow all the NFT projects that TheJenus promotes, we here share you the rates that that they charge. Zero effort, zero accountability - only interested in $.

We talked about perverse incentives in the NFT space before... https://t.co/o9NvLZ40BO"
3,retweet,"For all the thousands of people that like, retweet and follow all the NFT projects that TheJenus promotes, we here share you the rates that that they charge. Zero effort, zero accountability - only interested in $.

We talked about perverse incentives in the NFT space before... https://t.co/o9NvLZ40BO"
4,retweet,"Just a quick retweet from the same group that created the Squiggles document. They also claim that @YogiesNFT that is minting in a couple of hours is a project/rug by the Squiggles team and have compiled a 171 document with proof/evidence.

https://t.co/oxPgixQoCQ"
0,join,"GM #NFT Fam! 🌞🦕
Here's hoping you have a RAWRsome day, today!
Don't forget to join our story and ADOPT a PixelSaur! We have over 400+ diverse designs, which also embrace disability, mental health issues &amp; phobias! 💚
#NFTs #NFTCommunity #Goodnight
➡️ https://t.co/jk61Iz2J3u https://t.co/M2cmsPRqQa"
1,join,"We woke up to 109 Changemakers joining our mission to educate, inspire &amp; create the next generation of diverse leaders✊🏽🌈

So many inspiring people that share our vision &amp; values. 

Let’s Take Up Space - together! 👩🏽‍🎤💫

#queerNFT #womeninNFT #BlackNFT #diversityinweb3 https://t.co/7zmRWObgBS"
2,join,"19/ Other big NFT influencers have dubious pasts, but have made their millions, and are now part of the “establishment” hoping that nothing will ever come out. New people joining this space won’t have any idea and this information is only known by a very small group of people."
3,join,"GM #NFT Fam! 🌞🦕
Here's hoping you have a RAWRsome day, today!
Don't forget to join our story and ADOPT a PixelSaur! We have over 400+ diverse designs, which also embrace disability, mental health issues &amp; phobias! 💚
#NFTs #NFTCommunity #Goodnight
➡️ https://t.co/jk61Iz2J3u https://t.co/vDqHzYrV5z"
4,join,"It's not too late to join the $TRUST DAO and earn passive income from the #TrustVibes app when it launches Q4. 
All you have to do is farm your rewards in our @rarity_garden Legends Farm*
🔗https://t.co/8qAHZFT0ik
👊🔥💎 #BNB #ETH #Crypto #NFTMarketplace https://t.co/3LFKwTx3aB"
0,space,"@Chodan_Bakri Respectfully, I disagree. A huge amount of incredible work doesn’t do well because of implicit bias and the unequal representation of genders within the space. Until we reach that equality, more effort needs to be put into amplifying underrepresented groups."
1,space,"@flynnkristina @Science_stanley @rollnwthehomies @some_place @LanaHopkins3 @jdisimone_ Considering accessibilty needs whatever we're developing in the space. It's really important to normalise disability inclusion &amp; talking about it in the context of equity &amp; diversity. We're talking 1.2B ppl. I often face the problem of ""charitable"" as soon as I mention disability"
2,space,"NFT DROP 🔥 Somewhere in space 👽🪐

DIVERSE METAVERSE ❤️‍🔥 1/1 NFTS 👽

https://t.co/x6G17y8M5L

#WomeninNFTs #NFTs #NFTCommunity  #NFTdrop #NFTGiveaway #PolygonNFT #aliennft https://t.co/dMIitRYZCu"
3,space,"Did you know our co-founders @hrpeacock_ and @thisispaff have the best queerest lovestory of all time?! 

Hear all about + how TUS was founded, coming out late &amp; why diversity in web3 is SO important👇🏽

HUGE thank you to @QueerRise for making space❤️‍🔥🏳️‍🌈🏳️‍⚧️

https://t.co/gEAhrdso2r"
4,space,"4/ Anyway, many VCs these days serve as money laundering factories for dirty (offshore) money and Web3 is a casino that they built that could serve this purpose. We can’t wait to see how this space evolves by the VCs whose greed is only surpassed by their infinite hypocrisy."
