,Word,Tweets
0,inclusion,"#UnikGals not only raise awareness about maternal #mentalhealth. We also promote #inclusion and diversity in all terms 💜

There is no equality without #disability inclusion 💜

#UnikGals #NFT #CryptoMoms #socialgood @garyvee @ReeseW"
1,inclusion,"GM #NFTCommunity!
Disability visibility &amp; inclusion for 1.85B of people is an integral part of the equity, diversity &amp; inclusion agenda. It can bring effective changes and universal innovation in Web3, Metaverse and NFT!

Agree?

#UnikGals #nft #innovation #DisabilityInNFT https://t.co/ylBYS6Nl6R"
2,inclusion,"We've started our movement of celebrating &amp; promoting #equity &amp; #inclusion in #Web3, #Metaverse &amp; IRL.

#UnikGals Genesis is the 1️⃣ step of our long-term journey of building an inclusive brand to spread our message across media, entertainment &amp; #fashion 👉
https://t.co/xbwxityelr https://t.co/Z3sgO1yDnb"
3,inclusion,"Gm #NFTCommunity!
Tomorrow is going to be 🔥 @flynnkristina hosts a 24h space to celebrate how rich diversity actually is!

🔔Join me hosting Web3 diversity &amp; inclusion at 7.30 pm ATC

👉https://t.co/Jtr0RnD5O5

#UnikGals #InternationalWomensDay2022 #DisabilityInNFT https://t.co/uuY45JKiUJ"
4,inclusion,"What is the best way to celebrate an #InternationalWomensDay2022? Right, host a 24h space about true diversity!

🔔Join us on Monday! I'll be hosting my part about diversity &amp; inclusion at 20.30 UTC. 

#UnikGals #NFT #DisabilityInNFT"
0,equality,"#UnikGals not only raise awareness about maternal #mentalhealth. We also promote #inclusion and diversity in all terms 💜

There is no equality without #disability inclusion 💜

#UnikGals #NFT #CryptoMoms #socialgood @garyvee @ReeseW"
1,equality,"How can we ensure #web3 doesn't repeat the inequality of the past/ present?

✊🏽Authentic representation.

🎓Educating &amp; onboarding people from underrepresented groups.

🏳️‍🌈🏳️‍⚧️More diverse leaders in positions of power.

🤝Accessible communities built by the people for ALL people."
2,equality,"Was just informed I was added to this list. Blocked, not expending energy on it. Striving for equality and inclusivity isn’t ‘wokeism’. I’m fairly up front with who I am and how I work, if that doesn’t align with how you live, you’re welcome to just not engage with me. https://t.co/0Yv66lPZ4T"
3,equality,"#UnikGals not only raise awareness about maternal #mentalhealth. We also promote #inclusion and diversity in all terms 💜

There is no equality without #disability inclusion 💜

#UnikGals #NFT #CryptoMoms #socialgood @garyvee @ReeseW"
4,equality,"@Chodan_Bakri Respectfully, I disagree. A huge amount of incredible work doesn’t do well because of implicit bias and the unequal representation of genders within the space. Until we reach that equality, more effort needs to be put into amplifying underrepresented groups."
0,nft,"To celebrate International women's day on the 8th March 2022, @wearelivingNFT is creating an illustration on inspiring women in the NFT space. Nominate below by tagging their handle! ❤️‍🔥
""Let's break the bias together"" 
 #InternationalWomensDay #womeninnft #InspiringWomen https://t.co/MuCKi7AbG8"
1,nft,"Long Chins are a fine art, computer generated collectible of 1111 diverse people created by digital artist Nadia H. 

https://t.co/anr8p6RxB4

#NFTs #arpunks #nftartist #NFT #nftart #nftcollector #NFTCommunity #longchins #7777nft https://t.co/0UIMUYMJ2c"
2,nft,"Gn Friends
I Repost for new followers
#TheGuardianMuses ❤️087
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT
#NFTCollection #NFTCommunity https://t.co/EajYKKqzaw via @opensea"
3,nft,"Gm Friends
I Repost
#TheGuardianMuses ❤️009
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto https://t.co/EhXEdK3imI"
4,nft,@beaniemaxi @mando_great @BoredApeYC @coolcatsnft @MetaHero_ @pixelvault_ @punkscomic @Matt_Furie @AvidLines @CryptoKitties @XCOPYART @fewocious @videodrome @Gfunkera86 We love the @pixelvault_! We don't really have a specific end goal at this stage but it feels good to create a mega collection and team up with someone you can trust. I'm sure it'll open up some avenues.
0,follow,"Gm Friends
I Repost for new followers
#TheGuardianMuses ❤️088
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT
#NFTCollection #NFTCommunity https://t.co/3oZbfwWrxe via @opensea"
1,follow,"Gn Friends
I Repost for new followers
#TheGuardianMuses ❤️107
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT #opensea
#NFTCollection #NFTCommunity #NFTdrop https://t.co/bDj26pDw4F via @opensea"
2,follow,"Gn Friends
I Repost for new followers
#TheGuardianMuses ❤️066
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto  https://t.co/tsxlhWQr6x via @opensea"
3,follow,"Gm Friends
I Repost for new followers
#TheGuardianMuses ❤️019
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity https://t.co/1suA48dcnU"
4,follow,"Gn Friends
I Repost for new followers
#TheGuardianMuses ❤️068
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto  https://t.co/OLzWBARZ8k via @opensea"
0,woman,"“For most of history, Anonymous was a woman” - Virginia Woolf. For many of us, some anonymity provides safety in spaces that are typically hostile or imbalanced. It’s sad that this is then used to appropriate diversity for gain."
1,woman,"“For most of history, Anonymous was a woman” - Virginia Woolf. For many of us, some anonymity provides safety in spaces that are typically hostile or imbalanced. It’s sad that this is then used to appropriate diversity for gain."
2,woman,"4/ Another guy is probably still in college and claims to be the founder of a digital marketing agency. But when looking at that company page, his name it not listed, but a woman with the same surname is mentioned as the co-founder. His mother? https://t.co/0um7H1gmBE"
3,woman,"“For most of history, Anonymous was a woman” - Virginia Woolf. For many of us, some anonymity provides safety in spaces that are typically hostile or imbalanced. It’s sad that this is then used to appropriate diversity for gain."
4,woman,"Gender doesn’t define our project - our work speaks for itself, but I do want to make it clear that the ‘woman led project’ tag isn’t a glossy sticker used to sell diversity. It’s just who we are. 3/"
0,diversity,"10/ We see messages about ""diversity"", but they probably do not realize that if you take out such a big amount of ETH out of the NFT ecosystem with a $100m mint, you are actually making this space less diverse. https://t.co/m9J3mxeJEn"
1,diversity,"We woke up to 109 Changemakers joining our mission to educate, inspire &amp; create the next generation of diverse leaders✊🏽🌈

So many inspiring people that share our vision &amp; values. 

Let’s Take Up Space - together! 👩🏽‍🎤💫

#queerNFT #womeninNFT #BlackNFT #diversityinweb3 https://t.co/7zmRWObgBS"
2,diversity,"11/ And talking about ""diversity"": did you know that @friendswithyou both seems to think that BAYC is racist, but also has been accused of racism themselves? Well, the below attachments show just that. Life is ironic sometimes. https://t.co/CAVDiPPQcV"
3,diversity,"Looking forward to this space hosted by @bobbyhundreds. Happy to see we've more allies in bringing #DisabilityInNFT into the main diversity &amp; inclusion agenda 💜

#UnikGals #NFTCommunity"
4,diversity,"#UnikGals not only raise awareness about maternal #mentalhealth. We also promote #inclusion and diversity in all terms 💜

There is no equality without #disability inclusion 💜

#UnikGals #NFT #CryptoMoms #socialgood @garyvee @ReeseW"
