,Word,Tweets
0,auction,"Welp, trust me to have the ""rekt city"" auction end on terrible day for the market.

Current bid is 16.5ETH, ends at 5PM EST today!"
1,auction,"Welp, trust me to have the ""rekt city"" auction end on terrible day for the market.

Current bid is 16.5ETH, ends at 5PM EST today!"
2,auction,"Welp, trust me to have the ""rekt city"" auction end on terrible day for the market.

Current bid is 16.5ETH, ends at 5PM EST today!"
3,auction,"Welp, trust me to have the ""rekt city"" auction end on terrible day for the market.

Current bid is 16.5ETH, ends at 5PM EST today!"
4,auction,"Welp, trust me to have the ""rekt city"" auction end on terrible day for the market.

Current bid is 16.5ETH, ends at 5PM EST today!"
0,account,"Just for the avoidance of doubt. The verified account @BhawanaCAN is an obvious scam promoting an ""Ape Coin airdrop"" and also the verified account of @ToddWasserman has been hacked and used for scamming.
Almost nothing is what it seems, and if it seems too good to be true, it is. https://t.co/skw6d6jnFi"
1,account,11/ We called out MontanaBlack with his &gt;20M followers and his right-hand man. The latter deleted or changed his Twitter account immediately afterwards. https://t.co/JkUIiPooOV
2,account,"1/3 These large Twitter accounts are all part of the same (invisible) cartel involved in scamming people by promoting rugs. They blocked us all at the same time, which is no coincidence. And they all use Bored Apes and CryptoPunks as PFP, and fake competitions to gain followers. https://t.co/GmBB8XGtfH"
3,account,We would greatly appreciate if you could go through all our thousands of spam emails each day and provide proof if they are legit or not. There might be one where someone really wants to send $10M to my bank account and split the difference as a thank you https://t.co/MtP07inymb
4,account,"It is indeed very plausible that someone who used to be completely anonymous decides to ruin his own reputation in the most damning way possible by doxxing himself via an alt account in order to gain additional credibility with that new account.

https://t.co/2Z74iAWqrO"
0,pfp,"The anonymity that the use of these pfps brings can also provide safety and empowerment for marginalised people, while also creating an equal playing field for folks to interact without pre-existing bias spilling in."
1,pfp,"The anonymity that the use of these pfps brings can also provide safety and empowerment for marginalised people, while also creating an equal playing field for folks to interact without pre-existing bias spilling in."
2,pfp,"The anonymity that the use of these pfps brings can also provide safety and empowerment for marginalised people, while also creating an equal playing field for folks to interact without pre-existing bias spilling in."
3,pfp,"The anonymity that the use of these pfps brings can also provide safety and empowerment for marginalised people, while also creating an equal playing field for folks to interact without pre-existing bias spilling in."
4,pfp,"The anonymity that the use of these pfps brings can also provide safety and empowerment for marginalised people, while also creating an equal playing field for folks to interact without pre-existing bias spilling in."
0,nft,"#TheGuardianMuses❤️
Digital painting #NFT PROJECT
More💯 #models on #opensea 
Proud to promote Diversity🙌

#NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto
https://t.co/QiH3XoZEMn https://t.co/UzXh5C0Llr"
1,nft,"I love my space 🌛  1/1 NFT listed in the DIVERSE METAVERSE collection... https://t.co/ShlF5dkLXm

#WomeninNFTs #alien  #NFTs #NFTCommunity  #opensea #WomeninNFT #spacenft https://t.co/wfUYTNUvQy"
2,nft,"NFT DROP ❤️‍🔥 Alien arcade 1/1 listed in the DIVERSE METAVERSE 👀 0.02

https://t.co/LitAwof7In

 #WomeninNFTs #NFTs #NFTCommunity  #NFTdrop #NFTGiveaway #PolygonNFT #Aliennft https://t.co/bitmBjiufG"
3,nft,"NFT DROP 🔥 Cosmic moon child

DIVERSE METAVERSE ❤️‍🔥 1/1 NFTS 👽

https://t.co/3IT5tqRfvV

#WomeninNFTs #NFTs #NFTCommunity  #NFTdrop #NFTGiveaway #PolygonNFT #Aliennft https://t.co/5Nz9ZFQzyV"
4,nft,"1/1 @snoopdogg NFT listed on opensea in the DIVERSE METAVERSE 💨 

https://t.co/JLjlhW3axU…

#WomeninNFTs #NFT  #NFTs #NFTCommunity    #Metaverse #artist #nftcollectors #SnoopDogg https://t.co/argOJSSVFE"
0,twitter,"1/2 Never get deceived by seemingly good gestures. There is a scammer out there (twitter handle: LurkingisNicer), who rugged the @ElephantNFTS  project and put in his Twitter profile that he donated $50k to charity. He scammer someone recently out of $8000 https://t.co/MeYIAVaGl1 https://t.co/FDKHtPD02b"
1,twitter,"1/ Dear Haya - as you are one of the founders of @diverse, and someone with almost 4M followers on IG before it was inactivated, we have a couple of quick questions. We noticed that your old twitter handle @023 is suspended, but we did like the photo with your $900k watch. https://t.co/HIkXV3btAg"
2,twitter,"22/ TokenPay was transferred to RGT, and it was easy to find out that the same person behind CBET and TokenPay was also the person behind RGT. In fact, before he used the name Beanie, he used the name EC on Discord, which corresponds to one of his many TokenPay twitter handles. https://t.co/1eTndL01k3"
3,twitter,"1/2 Never get deceived by seemingly good gestures. There is a scammer out there (twitter handle: LurkingisNicer), who rugged the @ElephantNFTS  project and put in his Twitter profile that he donated $50k to charity. He scammer someone recently out of $8000 https://t.co/MeYIAVaGl1 https://t.co/FDKHtPD02b"
4,twitter,"22/ TokenPay was transferred to RGT, and it was easy to find out that the same person behind CBET and TokenPay was also the person behind RGT. In fact, before he used the name Beanie, he used the name EC on Discord, which corresponds to one of his many TokenPay twitter handles. https://t.co/1eTndL01k3"
0,trust,6/ Let’s start with the blockchain. Recent advances in AI have made it possible to create algorithms that can identify how “trustworthy” each wallet address has behaved over the past months/years and assign a TRUSTH score to each wallet based on that.
1,trust,"3/ The NFT was immediately sold after it was transferred. Scammers are abusing the trust that people generally have in the digital space (instilled by Web2), and it's truly sad to see that we are forcing people to become far less trustful towards others because of all these scams https://t.co/kktbDTHaMF"
2,trust,@phuktep @JaymesWestfall @DeezeFi @dsphoto1985 This is bullshit. Deeze is one of the good guys and genuinely just loves the banter of collecting NFTs. I'd trust him with my unborn children.
3,trust,"TRUSTVIBES SOCIAL
Create your circle, Mint #NFTs, Build hype, and Plan community events for all your #NFT needs... 🎉
""It's time to create strong bonds with your fans.""
Learn more at https://t.co/p5R8F8DsYY
#trustvibes  $TRUST #BinanceSmartChain https://t.co/wEVw8RF3q2"
4,trust,@beaniemaxi @mando_great @BoredApeYC @coolcatsnft @MetaHero_ @pixelvault_ @punkscomic @Matt_Furie @AvidLines @CryptoKitties @XCOPYART @fewocious @videodrome @Gfunkera86 We love the @pixelvault_! We don't really have a specific end goal at this stage but it feels good to create a mega collection and team up with someone you can trust. I'm sure it'll open up some avenues.
